last,first,name,height,DOB,homeTown,year,team,city,state
DiPenta,Joe,Joe DiPenta,6-2 ,2/25/1979,"Barrie, Ontario",1997,BU,Barrie,Ontario
Emery,Keith,Keith Emery,6-0 ,3/30/1978,"Belmont, Massachusetts",1997,BU,Belmont,Massachusetts
Kealty,Jeff,Jeff Kealty,6-4 ,4/9/1976,"Newton, Massachusetts",1997,BU,Newton,Massachusetts
Kelleher,Chris,Chris Kelleher,6-1 ,3/23/1975,"Belmont, Massachusetts",1997,BU,Belmont,Massachusetts
Poti,Tom,Tom Poti,6-3 ,3/22/1977,"Worcester, Massachusetts",1997,BU,Worcester,Massachusetts
Ronan,Dan,Dan Ronan,5-11,6/18/1975,"Woburn, Massachusetts",1997,BU,Woburn,Massachusetts
Sheen,Colin,Colin Sheen,6-1 ,1/17/1979,"Hopkinton, New Hampshire",1997,BU,Hopkinton,New Hampshire
Bartlett,Russ,Russ Bartlett,6-2 ,2/10/1978,"Windham, New Hampshire",1997,BU,Windham,New Hampshire
Campbell,Ryan,Ryan Campbell,6-2 ,,"Medford, New Jersey",1997,BU,Medford,New Jersey
Corazzini,Carl,Carl Corazzini,5-9 ,4/21/1979,"Framingham, Massachusetts",1997,BU,Framingham,Massachusetts
Degerman,Tommi,Tommi Degerman,6-1 ,2/23/1976,"Helsinki, Finland",1997,BU,Helsinki,Finland
Donatelli,Peter,Peter Donatelli,5-10,,"North Providence, Rhode Island",1997,BU,North Providence,Rhode Island
Drury,Chris,Chris Drury,5-10,8/20/1976,"Trumbull, Connecticut",1997,BU,Trumbull,Connecticut
Gillis,Nick,Nick Gillis,6-0 ,2/20/1978,"Winthrop, Massachusetts",1997,BU,Winthrop,Massachusetts
Hanson,Bobby,Bobby Hanson,6-0 ,2/26/1977,"Peabody, Massachusetts",1997,BU,Peabody,Massachusetts
Perry,Scott,Scott Perry,6-0 ,10/12/1978,"Dorchester, Massachusetts",1997,BU,Dorchester,Massachusetts
Quebec,Greg,Greg Quebec,6-0 ,2/2/1978,"Acton, Massachusetts",1997,BU,Acton,Massachusetts
Sylvia,Mike,Mike Sylvia,- ,2/5/1976,"Newton, Massachusetts",1997,BU,Newton,Massachusetts
Vuori,Juha,Juha Vuori,6-0 ,3/21/1975,"Ulvila, Finland",1997,BU,Ulvila,Finland
Weston,Bob,Bob Weston,5-11,,"East Amherst, New York",1997,BU,East Amherst,New York
Ferullo,Shawn,Shawn Ferullo,5-8 ,,"Lynnfield, Massachusetts",1997,BU,Lynnfield,Massachusetts
Larocque,Michel,Michel Larocque,5-11,10/3/1976,"Lahr, Germany",1997,BU,Lahr,Germany
Noble,Tom,Tom Noble,5-10,3/21/1975,"Hanover, Massachusetts",1997,BU,Hanover,Massachusetts
Aufiero,Pat,Pat Aufiero,6-0 ,7/1/1980,"Winchester, Massachusetts",1998,BU,Winchester,Massachusetts
DiPenta,Joe,Joe DiPenta,6-2 ,2/25/1979,"Barrie, Ontario",1998,BU,Barrie,Ontario
Dyment,Chris,Chris Dyment,6-3 ,10/24/1979,"Reading, Massachusetts",1998,BU,Reading,Massachusetts
Emery,Keith,Keith Emery,6-0 ,3/30/1978,"Belmont, Massachusetts",1998,BU,Belmont,Massachusetts
LoPresti,David,David LoPresti,6-0 ,2/23/1978,"East Boston, Massachusetts",1998,BU,East Boston,Massachusetts
Ronan,Dan,Dan Ronan,5-11,6/18/1975,"Woburn, Massachusetts",1998,BU,Woburn,Massachusetts
Sheen,Colin,Colin Sheen,6-1 ,1/17/1979,"Hopkinton, New Hampshire",1998,BU,Hopkinton,New Hampshire
Baker,Jack,Jack Baker,5-7 ,2/21/1980,"Boston, Massachusetts",1998,BU,Boston,Massachusetts
Bartlett,Russ,Russ Bartlett,6-2 ,2/10/1978,"Windham, New Hampshire",1998,BU,Windham,New Hampshire
Cavanaugh,Dan,Dan Cavanaugh,6-2 ,3/3/1980,"Springfield, Massachusetts",1998,BU,Springfield,Massachusetts
Corazzini,Carl,Carl Corazzini,5-9 ,4/21/1979,"Framingham, Massachusetts",1998,BU,Framingham,Massachusetts
Degerman,Tommi,Tommi Degerman,6-1 ,2/23/1976,"Helsinki, Finland",1998,BU,Helsinki,Finland
DiMella,Mike,Mike DiMella,5-9 ,7/18/1979,"Medford, Massachusetts",1998,BU,Medford,Massachusetts
Gillis,Nick,Nick Gillis,6-0 ,2/20/1978,"Winthrop, Massachusetts",1998,BU,Winthrop,Massachusetts
Hanson,Bobby,Bobby Hanson,6-0 ,2/26/1977,"Peabody, Massachusetts",1998,BU,Peabody,Massachusetts
Heron,Chris,Chris Heron,5-10,4/8/1979,"Mississauga, Ontario",1998,BU,Mississauga,Ontario
O'Connell,Albie,Albie O'Connell,6-0 ,5/20/1976,"Watertown, Massachusetts",1998,BU,Watertown,Massachusetts
Pandolfo,Mike,Mike Pandolfo,6-3 ,9/15/1979,"Burlington, Massachusetts",1998,BU,Burlington,Massachusetts
Perry,Scott,Scott Perry,6-0 ,10/12/1978,"Dorchester, Massachusetts",1998,BU,Dorchester,Massachusetts
Quebec,Greg,Greg Quebec,6-0 ,2/2/1978,"Acton, Massachusetts",1998,BU,Acton,Massachusetts
Vuori,Juha,Juha Vuori,6-0 ,3/21/1975,"Ulvila, Finland",1998,BU,Ulvila,Finland
Weston,Bob,Bob Weston,5-11,,"East Amherst, New York",1998,BU,East Amherst,New York
Larocque,Michel,Michel Larocque,5-11,10/3/1976,"Lahr, Germany",1998,BU,Lahr,Germany
Magid,Dave,Dave Magid,- ,,"Orange, Connecticut",1998,BU,Orange,Connecticut
Tapp,Jason,Jason Tapp,5-7 ,4/8/1978,"Kelowna, British Columbia",1998,BU,Kelowna,British Columbia
Aufiero,Pat,Pat Aufiero,6-2,7/1/1980,"Winchester, Massachusetts",1999,BU,Winchester,Massachusetts
Bussoli,Mike,Mike Bussoli,6-1,11/6/1978,"Calgary, Alberta",1999,BU,Calgary,Alberta
Cronin,John,John Cronin,6-1,5/1/1980,"Duxbury, Massachusetts",1999,BU,Duxbury,Massachusetts
Dyment,Chris,Chris Dyment,6-2,10/24/1979,"Reading, Massachusetts",1999,BU,Reading,Massachusetts
Emery,Keith,Keith Emery,6-0,3/30/1978,"Belmont, Massachusetts",1999,BU,Belmont,Massachusetts
Meyer,Freddy,Freddy Meyer,,1/4/1981,"Sanbornville, New Hampshire",1999,BU,Sanbornville,New Hampshire
Sheen,Colin,Colin Sheen,6-1,1/17/1979,"Hopkinton, New Hampshire",1999,BU,Hopkinton,New Hampshire
Baker,Jack,Jack Baker,5-7,2/21/1980,"Boston, Massachusetts",1999,BU,Boston,Massachusetts
Cavanaugh,Dan,Dan Cavanaugh,6-1,3/3/1980,"Springfield, Massachusetts",1999,BU,Springfield,Massachusetts
Collins,Brian,Brian Collins,6-0,9/13/1980,"Shrewsbury, Massachusetts",1999,BU,Shrewsbury,Massachusetts
Corazzini,Carl,Carl Corazzini,5-9,4/21/1979,"Framingham, Massachusetts",1999,BU,Framingham,Massachusetts
Degerman,Tommi,Tommi Degerman,6-2,2/23/1976,"Helsinki, Finland",1999,BU,Helsinki,Finland
DiMella,Mike,Mike DiMella,5-10,7/18/1979,"Medford, Massachusetts",1999,BU,Medford,Massachusetts
Gillis,Nick,Nick Gillis,6-0,2/20/1978,"Winthrop, Massachusetts",1999,BU,Winthrop,Massachusetts
Hanson,Bobby,Bobby Hanson,6-0,2/26/1977,"Peabody, Massachusetts",1999,BU,Peabody,Massachusetts
Heron,Chris,Chris Heron,5-11,4/8/1979,"Mississauga, Ontario",1999,BU,Mississauga,Ontario
Pandolfo,Mike,Mike Pandolfo,6-3,9/15/1979,"Burlington, Massachusetts",1999,BU,Burlington,Massachusetts
Perry,Scott,Scott Perry,5-11,10/12/1978,"Dorchester, Massachusetts",1999,BU,Dorchester,Massachusetts
Priem,Ryan,Ryan Priem,6-1,6/5/1980,"Minnetonka, Minnesota",1999,BU,Minnetonka,Minnesota
Quebec,Greg,Greg Quebec,6-0,2/2/1978,"Acton, Massachusetts",1999,BU,Acton,Massachusetts
Sabo,John,John Sabo,5-8,9/4/1981,"Harding Township, New Jersey",1999,BU,Harding Township,New Jersey
Vuori,Juha,Juha Vuori,6-1,3/21/1975,"Ulvila, Finland",1999,BU,Ulvila,Finland
DiPietro,Rick,Rick DiPietro,6-0,9/19/1981,"Ann Arbor, Michigan",1999,BU,Ann Arbor,Michigan
Tapp,Jason,Jason Tapp,5-7,4/8/1978,"Kelowna, British Columbia",1999,BU,Kelowna,British Columbia
Warren,Andy,Andy Warren,5-11,6/22/1980,"Princeton Junction, New Jersey",1999,BU,Princeton Junction,New Jersey
Aufiero,Pat,Pat Aufiero,6-2,7/1/1980,"Winchester, Massachusetts",2000,BU,Winchester,Massachusetts
Bjelajac,Kevin,Kevin Bjelajac,5-10,9/15/1981,"Los Angeles, California",2000,BU,Los Angeles,California
Bussoli,Mike,Mike Bussoli,6-2,11/6/1978,"Calgary, Alberta",2000,BU,Calgary,Alberta
Cronin,John,John Cronin,6-1,5/1/1980,"Duxbury, Massachusetts",2000,BU,Duxbury,Massachusetts
Dyment,Chris,Chris Dyment,6-3,10/24/1979,"Reading, Massachusetts",2000,BU,Reading,Massachusetts
Emery,Keith,Keith Emery,6-0,3/30/1978,"Belmont, Massachusetts",2000,BU,Belmont,Massachusetts
Meyer,Freddy,Freddy Meyer,5-10,1/4/1981,"Sanbornville, New Hampshire",2000,BU,Sanbornville,New Hampshire
Sheen,Colin,Colin Sheen,6-1,1/17/1979,"Hopkinton, New Hampshire",2000,BU,Hopkinton,New Hampshire
Baker,Jack,Jack Baker,5-7,2/21/1980,"Boston, Massachusetts",2000,BU,Boston,Massachusetts
Cavanaugh,Dan,Dan Cavanaugh,6-1,3/3/1980,"Springfield, Massachusetts",2000,BU,Springfield,Massachusetts
Collins,Brian,Brian Collins,6-0,9/13/1980,"Shrewsbury, Massachusetts",2000,BU,Shrewsbury,Massachusetts
Corazzini,Carl,Carl Corazzini,5-9,4/21/1979,"Framingham, Massachusetts",2000,BU,Framingham,Massachusetts
DiMella,Mike,Mike DiMella,5-9,7/18/1979,"Medford, Massachusetts",2000,BU,Medford,Massachusetts
Gillis,Nick,Nick Gillis,6-0,2/20/1978,"Winthrop, Massachusetts",2000,BU,Winthrop,Massachusetts
Greeley,Stephen,Stephen Greeley,5-7,9/26/1980,"Scituate, Massachusetts",2000,BU,Scituate,Massachusetts
Johnson,Gregg,Gregg Johnson,5-10,6/18/1982,"Windsor, Connecticut",2000,BU,Windsor,Connecticut
Magowan,Ken,Ken Magowan,6-2,7/22/1981,"Kelowna, British Columbia",2000,BU,Kelowna,British Columbia
Mullen,Mark,Mark Mullen,5-11,6/17/1981,"Dorchester, Massachusetts",2000,BU,Dorchester,Massachusetts
Pandolfo,Mike,Mike Pandolfo,6-3,9/15/1979,"Burlington, Massachusetts",2000,BU,Burlington,Massachusetts
Perry,Scott,Scott Perry,5-11,10/12/1978,"Dorchester, Massachusetts",2000,BU,Dorchester,Massachusetts
Priem,Ryan,Ryan Priem,6-1,6/5/1980,"Minnetonka, Minnesota",2000,BU,Minnetonka,Minnesota
Sabo,John,John Sabo,5-8,9/4/1981,"Harding Township, New Jersey",2000,BU,Harding Township,New Jersey
Skladany,Frantisek,Frantisek Skladany,6-0,4/22/1982,"Martin, Slovakia",2000,BU,Martin,Slovakia
Fields,Sean,Sean Fields,5-11,3/6/1981,"Edmonton, Alberta",2000,BU,Edmonton,Alberta
Tapp,Jason,Jason Tapp,5-8,4/8/1978,"Kelowna, British Columbia",2000,BU,Kelowna,British Columbia
Warren,Andy,Andy Warren,5-11,6/22/1980,"Princeton Junction, New Jersey",2000,BU,Princeton Junction,New Jersey
Aufiero,Pat,Pat Aufiero,6-2,7/1/1980,"Winchester, Massachusetts",2001,BU,Winchester,Massachusetts
Bjelajac,Kevin,Kevin Bjelajac,5-10,9/15/1981,"Los Angeles, California",2001,BU,Los Angeles,California
Bussoli,Mike,Mike Bussoli,6-2,11/6/1978,"Calgary, Alberta",2001,BU,Calgary,Alberta
Cronin,John,John Cronin,6-1,5/1/1980,"Duxbury, Massachusetts",2001,BU,Duxbury,Massachusetts
Dyment,Chris,Chris Dyment,6-3,10/24/1979,"Reading, Massachusetts",2001,BU,Reading,Massachusetts
Meyer,Freddy,Freddy Meyer,5-10,1/4/1981,"Sanbornville, New Hampshire",2001,BU,Sanbornville,New Hampshire
Miller,Bryan,Bryan Miller,5-10,2/17/1983,"Wayne, New Jersey",2001,BU,Wayne,New Jersey
Whitney,Ryan,Ryan Whitney,6-4,2/19/1983,"Scituate, Massachusetts",2001,BU,Scituate,Massachusetts
Baker,Jack,Jack Baker,5-7,2/21/1980,"Boston, Massachusetts",2001,BU,Boston,Massachusetts
Collins,Brian,Brian Collins,6-0,9/13/1980,"Shrewsbury, Massachusetts",2001,BU,Shrewsbury,Massachusetts
Greeley,Stephen,Stephen Greeley,5-7,9/26/1980,"Scituate, Massachusetts",2001,BU,Scituate,Massachusetts
Johnson,Gregg,Gregg Johnson,5-10,6/18/1982,"Windsor, Connecticut",2001,BU,Windsor,Connecticut
Johnson,Eric,Eric Johnson,6-1,,"Duluth, Minnesota",2001,BU,Duluth,Minnesota
Klema,David,David Klema,6-1,4/3/1982,"Roseau, Minnesota",2001,BU,Roseau,Minnesota
Magowan,Ken,Ken Magowan,6-2,7/22/1981,"Kelowna, British Columbia",2001,BU,Kelowna,British Columbia
Maiser,Justin,Justin Maiser,6-1,6/29/1983,"Edina, Minnesota",2001,BU,Edina,Minnesota
McConnell,Brian,Brian McConnell,6-1,2/1/1983,"Norfolk, Massachusetts",2001,BU,Norfolk,Massachusetts
Mullen,Mark,Mark Mullen,5-11,6/17/1981,"Dorchester, Massachusetts",2001,BU,Dorchester,Massachusetts
Pandolfo,Mike,Mike Pandolfo,6-3,9/15/1979,"Burlington, Massachusetts",2001,BU,Burlington,Massachusetts
Priem,Ryan,Ryan Priem,6-1,6/5/1980,"Minnetonka, Minnesota",2001,BU,Minnetonka,Minnesota
Radoslovich,Matt,Matt Radoslovich,5-11,4/16/1983,"Wanaque, New Jersey",2001,BU,Wanaque,New Jersey
Sabo,John,John Sabo,5-8,9/4/1981,"Harding Township, New Jersey",2001,BU,Harding Township,New Jersey
Skladany,Frantisek,Frantisek Skladany,6-0,4/22/1982,"Martin, Slovakia",2001,BU,Martin,Slovakia
Fields,Sean,Sean Fields,5-11,3/6/1981,"Edmonton, Alberta",2001,BU,Edmonton,Alberta
Tapp,Jason,Jason Tapp,5-8,4/8/1978,"Kelowna, British Columbia",2001,BU,Kelowna,British Columbia
Warren,Andy,Andy Warren,5-11,6/22/1980,"Princeton Junction, New Jersey",2001,BU,Princeton Junction,New Jersey
Bussoli,Mike,Mike Bussoli,6-1,11/6/1978,"Calgary, Alberta",2002,BU,Calgary,Alberta
Cronin,John,John Cronin,6-1,5/1/1980,"Duxbury, Massachusetts",2002,BU,Duxbury,Massachusetts
Dunlap,Adam,Adam Dunlap,6-0,11/8/1983,"Minnetonka, Minnesota",2002,BU,Minnetonka,Minnesota
Meyer,Freddy,Freddy Meyer,5-10,1/4/1981,"Sanbornville, New Hampshire",2002,BU,Sanbornville,New Hampshire
Miller,Bryan,Bryan Miller,5-10,2/17/1983,"Wayne, New Jersey",2002,BU,Wayne,New Jersey
Redlihs,Jekabs,Jekabs Redlihs,6-1,3/29/1982,"Riga, Latvia",2002,BU,Riga,Latvia
Spang,Dan,Dan Spang,5-11,8/16/1983,"Winchester, Massachusetts",2002,BU,Winchester,Massachusetts
Whitney,Ryan,Ryan Whitney,6-4,2/19/1983,"Scituate, Massachusetts",2002,BU,Scituate,Massachusetts
Collins,Brian,Brian Collins,6-1,9/13/1980,"Shrewsbury, Massachusetts",2002,BU,Shrewsbury,Massachusetts
Greeley,Stephen,Stephen Greeley,5-7,9/26/1980,"Scituate, Massachusetts",2002,BU,Scituate,Massachusetts
Johnson,Gregg,Gregg Johnson,5-11,6/18/1982,"Windsor, Connecticut",2002,BU,Windsor,Connecticut
Klema,David,David Klema,6-0,4/3/1982,"Roseau, Minnesota",2002,BU,Roseau,Minnesota
Laliberte,John,John Laliberte,6-1,8/5/1983,"Saco, Maine",2002,BU,Saco,Maine
Magowan,Ken,Ken Magowan,6-2,7/22/1981,"Kelowna, British Columbia",2002,BU,Kelowna,British Columbia
Maiser,Justin,Justin Maiser,6-2,6/29/1983,"Edina, Minnesota",2002,BU,Edina,Minnesota
McConnell,Brian,Brian McConnell,6-2,2/1/1983,"Norfolk, Massachusetts",2002,BU,Norfolk,Massachusetts
Mullen,Mark,Mark Mullen,6-0,6/17/1981,"Dorchester, Massachusetts",2002,BU,Dorchester,Massachusetts
Priem,Ryan,Ryan Priem,6-1,6/5/1980,"Minnetonka, Minnesota",2002,BU,Minnetonka,Minnesota
Radoslovich,Matt,Matt Radoslovich,5-11,4/16/1983,"Wanaque, New Jersey",2002,BU,Wanaque,New Jersey
Sabo,John,John Sabo,5-8,9/4/1981,"Harding Township, New Jersey",2002,BU,Harding Township,New Jersey
Skladany,Frantisek,Frantisek Skladany,6-0,4/22/1982,"Martin, Slovakia",2002,BU,Martin,Slovakia
Solimine,E.J.,E.J. Solimine,5-10,8/31/1982,"Brookside, New Jersey",2002,BU,Brookside,New Jersey
Van der Gulik,David,David Van der Gulik,5-11,4/20/1983,"Abbotsford, British Columbia",2002,BU,Abbotsford,British Columbia
Zancanaro,Brad,Brad Zancanaro,5-5,6/4/1982,"Trenton, Michigan",2002,BU,Trenton,Michigan
Fields,Sean,Sean Fields,6-0,3/6/1981,"Edmonton, Alberta",2002,BU,Edmonton,Alberta
Siwiec,Stephen,Stephen Siwiec,6-2,8/7/1982,"Calgary, Alberta",2002,BU,Calgary,Alberta
Warren,Andy,Andy Warren,6-1,6/22/1980,"Princeton Junction, New Jersey",2002,BU,Princeton Junction,New Jersey
Dunlap,Adam,Adam Dunlap,6-0,11/8/1983,"Minnetonka, Minnesota",2003,BU,Minnetonka,Minnesota
Miller,Bryan,Bryan Miller,5-10,2/17/1983,"Wayne, New Jersey",2003,BU,Wayne,New Jersey
Morrow,Thomas,Thomas Morrow,6-6,10/21/1983,"Afton, Minnesota",2003,BU,Afton,Minnesota
Redlihs,Jekabs,Jekabs Redlihs,6-1,3/29/1982,"Riga, Latvia",2003,BU,Riga,Latvia
Schaeffer,Kevin,Kevin Schaeffer,6-1,10/16/1984,"South Huntington, New York",2003,BU,South Huntington,New York
Spang,Dan,Dan Spang,5-11,8/16/1983,"Winchester, Massachusetts",2003,BU,Winchester,Massachusetts
Sullivan,Sean,Sean Sullivan,6-0,3/29/1984,"Braintree, Massachusetts",2003,BU,Braintree,Massachusetts
Whitney,Ryan,Ryan Whitney,6-4,2/19/1983,"Scituate, Massachusetts",2003,BU,Scituate,Massachusetts
Greeley,Stephen,Stephen Greeley,5-7,9/26/1980,"Scituate, Massachusetts",2003,BU,Scituate,Massachusetts
Johnson,Gregg,Gregg Johnson,5-11,6/18/1982,"Windsor, Connecticut",2003,BU,Windsor,Connecticut
Klema,David,David Klema,6-0,4/3/1982,"Roseau, Minnesota",2003,BU,Roseau,Minnesota
Laliberte,John,John Laliberte,6-1,8/5/1983,"Saco, Maine",2003,BU,Saco,Maine
Magowan,Ken,Ken Magowan,6-2,7/22/1981,"Kelowna, British Columbia",2003,BU,Kelowna,British Columbia
McConnell,Brian,Brian McConnell,6-2,2/1/1983,"Norfolk, Massachusetts",2003,BU,Norfolk,Massachusetts
Mullen,Mark,Mark Mullen,6-0,6/17/1981,"Dorchester, Massachusetts",2003,BU,Dorchester,Massachusetts
Radoslovich,Matt,Matt Radoslovich,5-11,4/16/1983,"Wanaque, New Jersey",2003,BU,Wanaque,New Jersey
Roche,Kenny,Kenny Roche,6-0,1/2/1984,"South Boston, Massachusetts",2003,BU,South Boston,Massachusetts
Skladany,Frantisek,Frantisek Skladany,6-0,4/22/1982,"Martin, Slovakia",2003,BU,Martin,Slovakia
Solimine,E.J.,E.J. Solimine,5-10,8/31/1982,"Brookside, New Jersey",2003,BU,Brookside,New Jersey
Thomassian,Eric,Eric Thomassian,5-11,4/4/1983,"Rye, New York",2003,BU,Rye,New York
Van der Gulik,David,David Van der Gulik,5-11,4/20/1983,"Abbotsford, British Columbia",2003,BU,Abbotsford,British Columbia
Zancanaro,Brad,Brad Zancanaro,5-5,6/4/1982,"Trenton, Michigan",2003,BU,Trenton,Michigan
Curry,John,John Curry,5-11,2/27/1984,"Shorewood, Minnesota",2003,BU,Shorewood,Minnesota
Fields,Sean,Sean Fields,6-0,3/6/1981,"Edmonton, Alberta",2003,BU,Edmonton,Alberta
Siwiec,Stephen,Stephen Siwiec,6-2,8/7/1982,"Calgary, Alberta",2003,BU,Calgary,Alberta
Kielt,Kevin,Kevin Kielt,6-0,7/5/1984,"Brick, New Jersey",2004,BU,Brick,New Jersey
McGoff,Dan,Dan McGoff,5-9,3/12/1986,"Winchester, Massachusetts",2004,BU,Winchester,Massachusetts
Miller,Bryan,Bryan Miller,5-10,2/17/1983,"Wayne, New Jersey",2004,BU,Wayne,New Jersey
Morrow,Thomas,Thomas Morrow,6-7,10/21/1983,"Afton, Minnesota",2004,BU,Afton,Minnesota
Redlihs,Jekabs,Jekabs Redlihs,6-2,3/29/1982,"Riga, Latvia",2004,BU,Riga,Latvia
Schaeffer,Kevin,Kevin Schaeffer,6-1,10/16/1984,"South Huntington, New York",2004,BU,South Huntington,New York
Spang,Dan,Dan Spang,6-0,8/16/1983,"Winchester, Massachusetts",2004,BU,Winchester,Massachusetts
Sullivan,Sean,Sean Sullivan,5-11,3/29/1984,"Braintree, Massachusetts",2004,BU,Braintree,Massachusetts
Bourque,Chris,Chris Bourque,5-9,1/29/1986,"Topsfield, Massachusetts",2004,BU,Topsfield,Massachusetts
Ewing,Bryan,Bryan Ewing,5-10,1/23/1985,"Plymouth, Massachusetts",2004,BU,Plymouth,Massachusetts
Laliberte,John,John Laliberte,6-2,8/5/1983,"Saco, Maine",2004,BU,Saco,Maine
MacArthur,Pete,Pete MacArthur,5-10,6/20/1985,"Clifton Park, New York",2004,BU,Clifton Park,New York
McConnell,Brian,Brian McConnell,6-2,2/1/1983,"Norfolk, Massachusetts",2004,BU,Norfolk,Massachusetts
McGuirk,Brian,Brian McGuirk,5-11,7/11/1985,"Danvers, Massachusetts",2004,BU,Danvers,Massachusetts
Monaghan,Ryan,Ryan Monaghan,6-3,5/30/1985,"Wilmette, Illinois",2004,BU,Wilmette,Illinois
Percella,Pat,Pat Percella,6-0,8/13/1985,"Bayonne, New Jersey",2004,BU,Bayonne,New Jersey
Radoslovich,Matt,Matt Radoslovich,6-0,4/16/1983,"Wanaque, New Jersey",2004,BU,Wanaque,New Jersey
Roche,Kenny,Kenny Roche,6-0,1/2/1984,"South Boston, Massachusetts",2004,BU,South Boston,Massachusetts
Sanders,Craig,Craig Sanders,6-1,1/16/1984,"Wellesley, Massachusetts",2004,BU,Wellesley,Massachusetts
Thomassian,Eric,Eric Thomassian,5-11,4/4/1983,"Rye, New York",2004,BU,Rye,New York
Van der Gulik,David,David Van der Gulik,6-0,4/20/1983,"Abbotsford, British Columbia",2004,BU,Abbotsford,British Columbia
Weston,Ryan,Ryan Weston,6-2,1/9/1984,"Henniker, New Hampshire",2004,BU,Henniker,New Hampshire
Zancanaro,Brad,Brad Zancanaro,5-5,6/4/1982,"Trenton, Michigan",2004,BU,Trenton,Michigan
Curry,John,John Curry,5-11,2/27/1984,"Shorewood, Minnesota",2004,BU,Shorewood,Minnesota
Gillespie,Karson,Karson Gillespie,5-11,5/31/1983,"Mankota, Saskatchewan",2004,BU,Mankota,Saskatchewan
Siwiec,Stephen,Stephen Siwiec,6-2,8/7/1982,"Calgary, Alberta",2004,BU,Calgary,Alberta
Gilroy,Matt,Matt Gilroy,6-2,7/30/1984,"North Bellmore, New York",2005,BU,North Bellmore,New York
Kielt,Kevin,Kevin Kielt,6-0,7/5/1984,"Brick, New Jersey",2005,BU,Brick,New Jersey
McGoff,Dan,Dan McGoff,5-9,3/12/1986,"Winchester, Massachusetts",2005,BU,Winchester,Massachusetts
Morrow,Thomas,Thomas Morrow,6-7,10/21/1983,"Afton, Minnesota",2005,BU,Afton,Minnesota
Redlihs,Jekabs,Jekabs Redlihs,6-2,3/29/1982,"Riga, Latvia",2005,BU,Riga,Latvia
Schaeffer,Kevin,Kevin Schaeffer,6-1,10/16/1984,"South Huntington, New York",2005,BU,South Huntington,New York
Spang,Dan,Dan Spang,6-0,8/16/1983,"Winchester, Massachusetts",2005,BU,Winchester,Massachusetts
Sullivan,Sean,Sean Sullivan,5-11,3/29/1984,"Braintree, Massachusetts",2005,BU,Braintree,Massachusetts
Ewing,Bryan,Bryan Ewing,5-10,1/23/1985,"Plymouth, Massachusetts",2005,BU,Plymouth,Massachusetts
Higgins,Chris,Chris Higgins,5-10,4/30/1986,"Lynnfield, Massachusetts",2005,BU,Lynnfield,Massachusetts
Laliberte,John,John Laliberte,6-2,8/5/1983,"Saco, Maine",2005,BU,Saco,Maine
Lawrence,Jason,Jason Lawrence,5-10,2/2/1987,"Saugus, Massachusetts",2005,BU,Saugus,Massachusetts
MacArthur,Pete,Pete MacArthur,5-10,6/20/1985,"Clifton Park, New York",2005,BU,Clifton Park,New York
McCarthy,John,John McCarthy,6-1,8/9/1986,"Andover, Massachusetts",2005,BU,Andover,Massachusetts
McGuirk,Brian,Brian McGuirk,5-11,7/11/1985,"Danvers, Massachusetts",2005,BU,Danvers,Massachusetts
Monaghan,Ryan,Ryan Monaghan,6-3,5/30/1985,"Wilmette, Illinois",2005,BU,Wilmette,Illinois
Roche,Kenny,Kenny Roche,6-0,1/2/1984,"South Boston, Massachusetts",2005,BU,South Boston,Massachusetts
Sanders,Craig,Craig Sanders,6-1,1/16/1984,"Wellesley, Massachusetts",2005,BU,Wellesley,Massachusetts
Smolinsky,Steve,Steve Smolinsky,5-11,5/22/1986,"Plymouth, Massachusetts",2005,BU,Plymouth,Massachusetts
Thomassian,Eric,Eric Thomassian,5-11,4/4/1983,"Rye, New York",2005,BU,Rye,New York
Van der Gulik,David,David Van der Gulik,6-0,4/20/1983,"Abbotsford, British Columbia",2005,BU,Abbotsford,British Columbia
Weston,Ryan,Ryan Weston,6-2,1/9/1984,"Henniker, New Hampshire",2005,BU,Henniker,New Hampshire
Yip,Brandon,Brandon Yip,6-1,4/25/1985,"Maple Ridge, British Columbia",2005,BU,Maple Ridge,British Columbia
Zancanaro,Brad,Brad Zancanaro,5-5,6/4/1982,"Trenton, Michigan",2005,BU,Trenton,Michigan
Curry,John,John Curry,5-11,2/27/1984,"Shorewood, Minnesota",2005,BU,Shorewood,Minnesota
Gillespie,Karson,Karson Gillespie,5-11,5/31/1983,"Mankota, Saskatchewan",2005,BU,Mankota,Saskatchewan
Siwiec,Stephen,Stephen Siwiec,6-2,8/7/1982,"Calgary, Alberta",2005,BU,Calgary,Alberta
Gilroy,Matt,Matt Gilroy,6-2,7/30/1984,"North Bellmore, New York",2006,BU,North Bellmore,New York
Gryba,Eric,Eric Gryba,6-3,4/18/1988,"Saskatoon, Saskatchewan",2006,BU,Saskatoon,Saskatchewan
Kielt,Kevin,Kevin Kielt,6-1,7/5/1984,"Brick, New Jersey",2006,BU,Brick,New Jersey
McGoff,Dan,Dan McGoff,5-9,3/12/1986,"Winchester, Massachusetts",2006,BU,Winchester,Massachusetts
Morrow,Thomas,Thomas Morrow,6-7,10/21/1983,"Afton, Minnesota",2006,BU,Afton,Minnesota
Schaeffer,Kevin,Kevin Schaeffer,6-1,10/16/1984,"South Huntington, New York",2006,BU,South Huntington,New York
Strait,Brian,Brian Strait,6-1,1/4/1988,"Waltham, Massachusetts",2006,BU,Waltham,Massachusetts
